,dir,LoC,frac
0,,12887,1.0
1,Documentation,22,0.001707146737021805
2,builtin,62,0.004811049895243269
3,contrib,12,0.000931170947466439
4,contrib/completion,12,1.0
5,po,12499,0.9698921393652518
6,t,262,0.020330565686350586
7,t/t7500,5,0.019083969465648856
