,dir,LoC,frac
0,,16182,0.0
1,git-gui,2708,0.16734643430972684
2,git-gui/po,2708,1.0
3,git-gui/po/glossary,316,0.11669128508124077
4,gitk-git,958,0.05920158200469658
5,gitk-git/po,958,1.0
6,po,12516,0.7734519836855765
