,dir,LoC,frac
0,,24649,0.0
1,Documentation,81,0.0032861373686559293
2,builtin,805,0.03265852570083979
3,contrib,6,0.00024341758286340216
4,contrib/examples,6,1.0
5,po,22669,0.9196721976550772
6,t,678,0.027506186863564444
