,dir,LoC,frac
0,,11543,1.0
1,Documentation,5,0.00043316295590401107
2,builtin,86,0.007450402841548991
3,contrib,1,8.663259118080222e-05
4,contrib/examples,1,1.0
5,gitk-git,6,0.0005197955470848133
6,po,11437,0.990816945334835
