,dir,LoC,frac
0,,11237,0.0
1,Documentation,2972,0.264483403043517
2,Documentation/RelNotes,4,0.0013458950201884253
3,Documentation/technical,4,0.0013458950201884253
4,builtin,688,0.06122630595354632
5,contrib,30,0.0026697517130906826
6,contrib/examples,2,0.06666666666666667
7,git-gui,2063,0.18358992613686928
8,git-gui/po,2063,1.0
9,git-gui/po/glossary,153,0.07416383906931653
10,gitk-git,4,0.0003559668950787577
11,t,2677,0.23823084453145857
12,vcs-svn,1,8.899172376968942e-05
